4GTV套餐(要翻),#genre#
緯來體育,mitv://generationnexxxt.com:19806/79090c69d43040148deaa21d5e26c32a
ELEVEN體育1,mitv://generationnexxxt.com:19806/fcfde35352d5464f9ed1c711ef2d05b1

大愛,mitv://generationnexxxt.com:19806/e89ec8c592484d88bc001e8d8a6c9e31
公視,mitv://generationnexxxt.com:19806/5bc9388122b840f1abd2ff73c85049a6
好消息,mitv://generationnexxxt.com:19806/febf2282369d409d92d68514b72fc433
原住民電視,mitv://generationnexxxt.com:19806/cb5b7549e3604100a605ca17c82808f5
客家電視,mitv://generationnexxxt.com:19806/eafabb6e7c30439b8ecd35ad40a46a96
超視,mitv://generationnexxxt.com:19806/5121f16c4b634c1683e9444aa68494b6
BBC World News,mitv://generationnexxxt.com:19806/ecc7214268ee448ab42b65d9f2e2663a
CNBC,mitv://generationnexxxt.com:19806/b642a4ce45734a7190f0acbd8cd462dd
Bloomberg TV,mitv://generationnexxxt.com:19806/885bb543b9cb4bbeb5bcfe518fb90780
HITS,mitv://generationnexxxt.com:19806/a65416c2039f4644aeef10da853fb928
TVBS,mitv://generationnexxxt.com:19806/9fb651a7ec2e402588a0752ba1035476
JET綜合,mitv://generationnexxxt.com:19806/cbd0c62dcb2a45cfa04f672fb2c49d14
國興衛視,mitv://generationnexxxt.com:19806/18aaee00d2af442ebb4592e15f7b2a20
STAR World,mitv://generationnexxxt.com:19806/e60c9c99922d4fed8cfb3a8333f2d360
Z頻道,mitv://generationnexxxt.com:19806/8789d946039740bda334150ac3138166
Animax,mitv://generationnexxxt.com:19806/22f75ace87a545aab39a2e4cd244bbad
龍華偶像,mitv://generationnexxxt.com:19806/5b720b1e1b404f129e7009363d3035f8
tvN,mitv://generationnexxxt.com:19806/5653c9fb655842ee99b4590ff903efe7
France24,mitv://generationnexxxt.com:19806/72d5e1665d3e4b729ff9dbd4325e8694
公視3臺,mitv://generationnexxxt.com:19806/95f2ed538e044aac891abfe6a9ce6ba7
大愛2臺,mitv://generationnexxxt.com:19806/2036b83c58e344c782eb154b233c8c77
ELTV生活英語,mitv://generationnexxxt.com:19806/78c0f08e89a844ef89d6803bce27a827

鳳凰中文,http://www.zoudada.cn:8888/udp/239.93.18.9:2192
鳳凰資訊,http://www.zoudada.cn:8888/udp/239.93.18.4:2191
鳳凰中文,http://my6.x3322.net:9900/rtp/239.93.0.162:2192
鳳凰中文,http://my6.x3322.net:9900/rtp/239.93.1.9:2192
鳳凰資訊,http://my6.x3322.net:9900/rtp/239.93.0.118:2191
鳳凰資訊,http://my6.x3322.net:9900/rtp/239.93.1.4:2191
鳳凰中文,http://dqr028.oicp.net:4022/rtp/239.93.0.162:2192
鳳凰中文,http://dqr028.oicp.net:4022/rtp/239.93.1.9:2192
鳳凰資訊,http://dqr028.oicp.net:4022/rtp/239.93.0.118:2191
鳳凰資訊,http://dqr028.oicp.net:4022/rtp/239.93.1.4:2191
鳳凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
鳳凰資訊,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
鳳凰香港,http://[2409:8087:2001:20:2800:0:df6e:eb23]:80/ott.mobaibox.com/PLTV/1/224/3221228530/1.m3u8
鳳凰中文,http://39.134.18.196:80/wh7f454c46tw2172490011_-1360941031/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226547/index.m3u8?icpid=88888890&RTS=1707328982&from=20&ocs=2_111.20.45.169_80&hms_devid=8368&online=1707328982&vqe=3
鳳凰資訊,http://39.134.18.196:80/wh7f454c46tw2280983051_-1501544638/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226546/index.m3u8?icpid=88888890&RTS=1707329090&from=20&ocs=2_111.20.45.166_80&hms_devid=8368&online=1707329090&vqe=3

港臺電視31,mitv://generationnexxxt.com:19806/e4b56cb972e940ee8be694602294d242
港臺電視32,mitv://generationnexxxt.com:19806/9c0a161f9c59476584fe4d8effc125b6
HOY TV,mitv://generationnexxxt.com:19806/10c18372b612479086c1f259245543ff
﻿翡翠臺(備),mitv://147.135.39.171:9906/657c8f940005cf8fa955b96f23e11195
J2,mitv://generationnexxxt.com:19806/6a623cf5c0bc4c96b8fd45a47af4a872
無線新聞(備),mitv://147.135.39.171:9906/657c8f940000cdb0a955b82762a73640
無線新聞,mitv://147.135.39.171:9906/657c8f93000dad85a955b78b7a3a4c4f
無線財經體育資訊,mitv://generationnexxxt.com:19806/8bcc654c89f74ebdb4e82062ef5f998c
ViuTVsix,mitv://generationnexxxt.com:19806/ba99e7a39d9c4e74bacc5de14f58dcf6
ViuTV,mitv://generationnexxxt.com:19806/976916e8baee45a89d5e023224f7ab2b
鳳凰中文,mitv://generationnexxxt.com:19806/64e1ab2a000417167359b3ca0417008f
鳳凰資訊,mitv://generationnexxxt.com:19806/6684e9f6606f49fba9b6de846dbdcb64
鳳凰香港,mitv://generationnexxxt.com:19806/8e396c3ec52f4eee9e5b7868042b1bf2
TVB星河(粵),mitv://generationnexxxt.com:19806/0c08d9d705a747908c23ba652726d777
澳門-MACAU,mitv://generationnexxxt.com:19806/f9ba8df6f9ed45789e882211735e6414
澳門蓮花,mitv://generationnexxxt.com:19806/4c56fbe4e68541a9a759fa269574f98b
now新聞臺,mitv://generationnexxxt.com:19806/d7a5bbf5664945cc8589b36b8434d68d
HKC 18,mitv://generationnexxxt.com:19806/140377dc9e0848678d614d451d69af9e
戲曲臺,mitv://generationnexxxt.com:19806/4c3b3c3a6c8849c3aa0fc9938859e134
TVB娛樂新聞,mitv://generationnexxxt.com:19806/46bb3afe133d4cd8ac4b195c7f5f428c
翡翠臺,mitv://147.135.39.171:9906/657c8f9400023bf0a955b8853ca47814
千禧經典,mitv://generationnexxxt.com:19806/1a5b04c67ece47bb87aa482e2c73138a
Thrill,mitv://generationnexxxt.com:19806/1c3c73215afd42558101c3ee65737202
明珠臺,mitv://generationnexxxt.com:19806/9993262cc067418a983f0c7ec18adef9
香港國際財經,mitv://generationnexxxt.com:19806/6aa47af091b54d618d1513b1bc23b0b9
18臺,mitv://generationnexxxt.com:19806/8bf8f53c61944785b13817297101af20
now財經,mitv://generationnexxxt.com:19806/88f95058c046453a973e2540701ccb4e
美亞電影(粵語),mitv://generationnexxxt.com:19806/ee16565eb5fe46be8d22cbbde1fa9fae
Hands Up,mitv://generationnexxxt.com:19806/7a79a82b627a417f897895b4adf874aa
粵語片,mitv://generationnexxxt.com:19806/3a44c9c92439443494b8ecff6fdb2336
亞洲劇,mitv://generationnexxxt.com:19806/ee081a662356489d8b2170952ec91d24
功夫臺,mitv://generationnexxxt.com:19806/ef6373344abf4bedae4d49ac953c1742
HOY資訊,mitv://generationnexxxt.com:19806/eb5a565eb80d40509f0a248018dfd337
黃金翡翠,mitv://generationnexxxt.com:19806/864714d6ebe847edaa948e9104107f12
采昌影劇,mitv://generationnexxxt.com:19806/a0d691053f9b4876ab2b509a62296911
佛衛慈悲,mitv://generationnexxxt.com:19806/be70c8b5b35c4551b5c7d3c905234e69
TechStorm,mitv://generationnexxxt.com:19806/994876c6aadc4234ba73441f18d36602
衛視中文,mitv://generationnexxxt.com:19806/7f7bdcb1fb94430daa8ba120dcbfde4e
MTV,mitv://generationnexxxt.com:19806/eb5ba5262e2e4779a1418c78d14ad1e5

歐飛嗅探,#genre#
parse=1 
ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36
台視,https://www.ofiii.com/channel/watch/4gtv-4gtv066
中視,https://www.ofiii.com/channel/watch/4gtv-4gtv040
華視,https://www.ofiii.com/channel/watch/4gtv-4gtv041
公視金獎,https://www.ofiii.com/channel/watch/ofiii13
ELTV生活英語,https://www.ofiii.com/channel/watch/litv-longturn20
周星馳電影,https://www.ofiii.com/channel/watch/ofiii73
歐飛電影台,https://www.ofiii.com/channel/watch/ofiii74
歐飛動作電影台,https://www.ofiii.com/channel/watch/ofiii75
龍華卡通,https://www.ofiii.com/channel/watch/litv-longturn01
龍華經典,https://www.ofiii.com/channel/watch/litv-longturn21
龍華電影,https://www.ofiii.com/channel/watch/litv-longturn03
龍華日韓,https://www.ofiii.com/channel/watch/litv-longturn11
龍華偶像,https://www.ofiii.com/channel/watch/litv-longturn12
龍華戲劇,https://www.ofiii.com/channel/watch/litv-longturn18
SMART知識,https://www.ofiii.com/channel/watch/litv-longturn19
亞洲旅遊,https://www.ofiii.com/channel/watch/litv-longturn17
東森娛樂,https://www.ofiii.com/channel/watch/ofiii32
TVBS綜藝,https://www.ofiii.com/channel/watch/ofiii42
TVBS政論,https://www.ofiii.com/channel/watch/ofiii56
11點熱吵店,https://www.ofiii.com/channel/watch/ofiii143
寰宇新聞,https://www.ofiii.com/channel/watch/litv-longturn14
寰宇新聞台灣,https://www.ofiii.com/channel/watch/litv-longturn15
寰宇財經,https://www.ofiii.com/channel/watch/litv-longturn23
三立新聞iNEWS,https://www.ofiii.com/channel/watch/iNEWS
中天新聞,https://www.ofiii.com/channel/watch/4gtv-4gtv009
中視新聞,https://www.ofiii.com/channel/watch/4gtv-4gtv074
台視新聞,https://www.ofiii.com/channel/watch/4gtv-4gtv051
華視新聞,https://www.ofiii.com/channel/watch/4gtv-4gtv052
掏掏新聞,https://www.ofiii.com/channel/watch/ofiii50
台灣戲劇,https://www.ofiii.com/channel/watch/litv-longturn22
中天亞洲精采,https://www.ofiii.com/channel/watch/ofiii36
第1商業,https://www.ofiii.com/channel/watch/4gtv-4gtv104
第1財經,https://www.ofiii.com/channel/watch/ofiii64
Focus探索新知,https://www.ofiii.com/channel/watch/ofiii82
Focus風采戲劇,https://www.ofiii.com/channel/watch/ofiii1048
哆啦A夢,https://www.ofiii.com/channel/watch/ofiii22
刀劍神域,https://www.ofiii.com/channel/watch/ofiii164
JOJO的奇妙冒險,https://www.ofiii.com/channel/watch/ofiii178
葬送的芙莉蓮,https://www.ofiii.com/channel/watch/ofiii179
鋼之煉金術師,https://www.ofiii.com/channel/watch/ofiii177
第一神拳,https://www.ofiii.com/channel/watch/ofiii163
香格里拉・開拓異境~糞作獵手挑戰神作~,https://www.ofiii.com/channel/watch/ofiii161
在異世界獲得超強能力的我，在現實世界照樣無敵,https://www.ofiii.com/channel/watch/ofiii162
夏目友人帳,https://www.ofiii.com/channel/watch/ofiii174
蠟筆小新,https://www.ofiii.com/channel/watch/ofiii165
我們這一家,https://www.ofiii.com/channel/watch/ofiii166
間諜家家酒,https://www.ofiii.com/channel/watch/ofiii171
間諜家家酒日語版,https://www.ofiii.com/channel/watch/ofiii170
無職轉生，到了異世界就拿出真本事,https://www.ofiii.com/channel/watch/ofiii172
獵人,https://www.ofiii.com/channel/watch/ofiii167
隊長小翼,https://www.ofiii.com/channel/watch/ofiii169
中華一番,https://www.ofiii.com/channel/watch/ofiii168
關於我轉生變成史萊姆這檔事,https://www.ofiii.com/channel/watch/ofiii173
家庭教師HITMAN REBORN!,https://www.ofiii.com/channel/watch/ofiii175
烘焙王,https://www.ofiii.com/channel/watch/ofiii176
我的婆婆怎麼那麼可愛,https://www.ofiii.com/channel/watch/ofiii152
村裡來了個暴走女外科,https://www.ofiii.com/channel/watch/ofiii153
一把青,https://www.ofiii.com/channel/watch/ofiii154
茶金,https://www.ofiii.com/channel/watch/ofiii155
四樓的天堂,https://www.ofiii.com/channel/watch/ofiii156

四季嗅探,#genre#
parse=1
ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36
民視第一台,video://https://www.4gtv.tv/channel/4gtv-4gtv003?set=1&ch=22
民視台灣台,video://https://www.4gtv.tv/channel/4gtv-4gtv001?set=1&ch=22
民視,video://https://www.4gtv.tv/channel/4gtv-4gtv002?set=1&ch=22
大愛電視,video://https://www.4gtv.tv/channel/4gtv-live007?set=1&ch=22
中視,video://https://www.4gtv.tv/channel/4gtv-4gtv040?set=1&ch=22
中視經典台,video://https://www.4gtv.tv/channel/4gtv-4gtv080?set=1&ch=22
華視,video://https://www.4gtv.tv/channel/4gtv-4gtv041?set=1&ch=22
三立綜合台,video://https://www.4gtv.tv/channel/4gtv-live207?set=1&ch=22
客家電視台,video://https://www.4gtv.tv/channel/4gtv-4gtv043?set=1&ch=22
八大綜藝台,video://https://www.4gtv.tv/channel/4gtv-4gtv039?set=1&ch=22
中視菁采台,video://https://www.4gtv.tv/channel/4gtv-4gtv064?set=1&ch=22
TVBS精采台,video://https://www.4gtv.tv/channel/4gtv-4gtv067?set=1&ch=22
愛爾達娛樂台,video://https://www.4gtv.tv/channel/4gtv-4gtv070?set=1&ch=22
靖天綜合台,video://https://www.4gtv.tv/channel/4gtv-4gtv046?set=1&ch=22
靖天日本台,video://https://www.4gtv.tv/channel/4gtv-4gtv047?set=1&ch=22
新唐人亞太台,video://https://www.4gtv.tv/channel/4gtv-live050?set=1&ch=22
ARIRANG阿里郎頻道,video://https://www.4gtv.tv/channel/4gtv-4gtv079?set=1&ch=22
Global Trekker,video://https://www.4gtv.tv/channel/4gtv-live112?set=1&ch=22
原住民族電視台,video://https://www.4gtv.tv/channel/4gtv-live014?set=1&ch=22
東森購物四台,video://https://www.4gtv.tv/channel/4gtv-live049?set=1&ch=22
LiveABC互動英語頻道,video://https://www.4gtv.tv/channel/4gtv-live030?set=1&ch=22
達文西頻道,video://https://www.4gtv.tv/channel/4gtv-4gtv018?set=1&ch=22
ELTV生活英語台,video://https://www.4gtv.tv/channel/litv-longturn20?set=1&ch=22
Nick Jr. 兒童頻道,video://https://www.4gtv.tv/channel/4gtv-live032?set=1&ch=22
尼克兒童頻道,video://https://www.4gtv.tv/channel/4gtv-live105?set=1&ch=22
DreamWorks 夢工廠動畫,video://https://www.4gtv.tv/channel/4gtv-live017?set=1&ch=22
靖天卡通台,video://https://www.4gtv.tv/channel/4gtv-4gtv044?set=1&ch=22
靖洋卡通Nice Bingo,video://https://www.4gtv.tv/channel/4gtv-4gtv057?set=1&ch=22
i-Fun動漫台,video://https://www.4gtv.tv/channel/litv-ftv15?set=1&ch=22
MOMO親子台,video://https://www.4gtv.tv/channel/4gtv-live107?set=1&ch=22
東森購物一台,video://https://www.4gtv.tv/channel/4gtv-live047?set=1&ch=22
鏡電視新聞台,video://https://www.4gtv.tv/channel/4gtv-4gtv075?set=1&ch=22
東森新聞台,video://https://www.4gtv.tv/channel/4gtv-live114?set=1&ch=22
華視新聞,video://https://www.4gtv.tv/channel/4gtv-4gtv052?set=1&ch=22
民視新聞台,video://https://www.4gtv.tv/channel/litv-ftv13?set=1&ch=22
三立新聞iNEWS,video://https://www.4gtv.tv/channel/4gtv-live089?set=1&ch=22
TVBS新聞,video://https://www.4gtv.tv/channel/4gtv-live072?set=1&ch=22
東森財經新聞台,video://https://www.4gtv.tv/channel/4gtv-live019?set=1&ch=22
中視新聞,video://https://www.4gtv.tv/channel/4gtv-4gtv074?set=1&ch=22
中天新聞台,video://https://www.4gtv.tv/channel/4gtv-4gtv009?set=1&ch=22
Bloomberg TV,video://https://www.4gtv.tv/channel/4gtv-live059?set=1&ch=22
寰宇新聞台,video://https://www.4gtv.tv/channel/litv-longturn14?set=1&ch=22
寰宇新聞台灣台,video://https://www.4gtv.tv/channel/litv-longturn15?set=1&ch=22
SBN全球財經台,video://https://www.4gtv.tv/channel/4gtv-live060?set=1&ch=22
寰宇財經台,video://https://www.4gtv.tv/channel/litv-longturn23?set=1&ch=22
TVBS,video://https://www.4gtv.tv/channel/4gtv-4gtv073?set=1&ch=22
東森購物二台,video://https://www.4gtv.tv/channel/4gtv-live046?set=1&ch=22
民視綜藝台,video://https://www.4gtv.tv/channel/4gtv-4gtv004?set=1&ch=22
豬哥亮歌廳秀,video://https://www.4gtv.tv/channel/4gtv-4gtv006?set=1&ch=22
靖天育樂台,video://https://www.4gtv.tv/channel/4gtv-4gtv062?set=1&ch=22
KLT-靖天國際台,video://https://www.4gtv.tv/channel/4gtv-4gtv063?set=1&ch=22
Nice TV 靖天歡樂台,video://https://www.4gtv.tv/channel/4gtv-4gtv054?set=1&ch=22
靖天資訊台,video://https://www.4gtv.tv/channel/4gtv-4gtv065?set=1&ch=22
TVBS歡樂台,video://https://www.4gtv.tv/channel/4gtv-4gtv068?set=1&ch=22
韓國娛樂台 KMTV,video://https://www.4gtv.tv/channel/4gtv-4gtv016?set=1&ch=22
ROCK Entertainment,video://https://www.4gtv.tv/channel/4gtv-live080?set=1&ch=22
Lifetime 娛樂頻道,video://https://www.4gtv.tv/channel/4gtv-live029?set=1&ch=22
電影原聲台CMusic,video://https://www.4gtv.tv/channel/4gtv-live031?set=1&ch=22
TRACE Urban,video://https://www.4gtv.tv/channel/4gtv-4gtv082?set=1&ch=22
MTV Live HD 音樂頻道,video://https://www.4gtv.tv/channel/4gtv-live025?set=1&ch=22
Mezzo Live HD,video://https://www.4gtv.tv/channel/4gtv-4gtv083?set=1&ch=22
CLASSICA 古典樂,video://https://www.4gtv.tv/channel/4gtv-4gtv059?set=1&ch=22
東森購物三台,video://https://www.4gtv.tv/channel/4gtv-live048?set=1&ch=22
博斯高球台,video://https://www.4gtv.tv/channel/litv-longturn05?set=1&ch=22
博斯運動一台,video://https://www.4gtv.tv/channel/litv-longturn07?set=1&ch=22
博斯無限台,video://https://www.4gtv.tv/channel/litv-longturn10?set=1&ch=22
博斯網球台,video://https://www.4gtv.tv/channel/litv-longturn09?set=1&ch=22
TRACE Sport Stars,video://https://www.4gtv.tv/channel/4gtv-4gtv077?set=1&ch=22
智林體育台,video://https://www.4gtv.tv/channel/4gtv-4gtv101?set=1&ch=22
時尚運動X,video://https://www.4gtv.tv/channel/4gtv-4gtv014?set=1&ch=22
車迷TV,video://https://www.4gtv.tv/channel/4gtv-live201?set=1&ch=22
GINX Esports TV,video://https://www.4gtv.tv/channel/4gtv-4gtv053?set=1&ch=22
TechStorm,video://https://www.4gtv.tv/channel/4gtv-live109?set=1&ch=22
Pet Club TV,video://https://www.4gtv.tv/channel/4gtv-live110?set=1&ch=22
民視旅遊台,video://https://www.4gtv.tv/channel/litv-ftv07?set=1&ch=22
滾動力rollor,video://https://www.4gtv.tv/channel/4gtv-live012?set=1&ch=22
亞洲旅遊台,video://https://www.4gtv.tv/channel/litv-longturn17?set=1&ch=22
fun探索娛樂台,video://https://www.4gtv.tv/channel/4gtv-live011?set=1&ch=22
幸福空間居家台,video://https://www.4gtv.tv/channel/4gtv-live206?set=1&ch=22
Love Nature,video://https://www.4gtv.tv/channel/4gtv-live208?set=1&ch=22
History 歷史頻道,video://https://www.4gtv.tv/channel/4gtv-live026?set=1&ch=22
愛爾達生活旅遊台,video://https://www.4gtv.tv/channel/4gtv-live120?set=1&ch=22
LUXE TV Channel,video://https://www.4gtv.tv/channel/4gtv-live121?set=1&ch=22
TV5MONDE STYLE HD 生活時尚,video://https://www.4gtv.tv/channel/4gtv-live122?set=1&ch=22
公視戲劇,video://https://www.4gtv.tv/channel/4gtv-4gtv042?set=1&ch=22
民視影劇台,video://https://www.4gtv.tv/channel/litv-ftv09?set=1&ch=22
龍華戲劇台,video://https://www.4gtv.tv/channel/litv-longturn18?set=1&ch=22
HITS頻道,video://https://www.4gtv.tv/channel/4gtv-live620?set=1&ch=22
龍華日韓台,video://https://www.4gtv.tv/channel/litv-longturn11?set=1&ch=22
八大精彩台,video://https://www.4gtv.tv/channel/4gtv-4gtv034?set=1&ch=22
靖天戲劇台,video://https://www.4gtv.tv/channel/4gtv-4gtv058?set=1&ch=22
靖洋戲劇台,video://https://www.4gtv.tv/channel/4gtv-4gtv045?set=1&ch=22
CI 罪案偵查頻道,video://https://www.4gtv.tv/channel/4gtv-live027?set=1&ch=22
視納華仁紀實頻道,video://https://www.4gtv.tv/channel/4gtv-4gtv013?set=1&ch=22
影迷數位紀實台,video://https://www.4gtv.tv/channel/4gtv-live023?set=1&ch=22
金光布袋戲,video://https://www.4gtv.tv/channel/4gtv-live144?set=1&ch=22
ROCK Action,video://https://www.4gtv.tv/channel/4gtv-live138?set=1&ch=22
采昌影劇台,video://https://www.4gtv.tv/channel/4gtv-4gtv049?set=1&ch=22
靖天映畫,video://https://www.4gtv.tv/channel/4gtv-4gtv055?set=1&ch=22
靖天電影台,video://https://www.4gtv.tv/channel/4gtv-4gtv061?set=1&ch=22
龍華電影台,video://https://www.4gtv.tv/channel/litv-longturn03?set=1&ch=22
影迷數位電影台,video://https://www.4gtv.tv/channel/4gtv-4gtv011?set=1&ch=22
amc電影台,video://https://www.4gtv.tv/channel/4gtv-4gtv017?set=1&ch=22
CinemaWorld,video://https://www.4gtv.tv/channel/4gtv-live069?set=1&ch=22
My Cinema Europe HD 我的歐洲電影,video://https://www.4gtv.tv/channel/4gtv-live157?set=1&ch=22
好消息2台,video://https://www.4gtv.tv/channel/litv-ftv17?set=1&ch=22
好消息,video://https://www.4gtv.tv/channel/litv-ftv16?set=1&ch=22
大愛二台,video://https://www.4gtv.tv/channel/4gtv-live106?set=1&ch=22
人間衛視,video://https://www.4gtv.tv/channel/4gtv-live008?set=1&ch=22
半島國際新聞台,video://https://www.4gtv.tv/channel/litv-ftv10?set=1&ch=22
VOA美國之音,video://https://www.4gtv.tv/channel/litv-ftv03?set=1&ch=22
CNBC Asia 財經台,video://https://www.4gtv.tv/channel/4gtv-live130?set=1&ch=22
DW德國之聲,video://https://www.4gtv.tv/channel/4gtv-live071?set=1&ch=22
國會頻道1,video://https://www.4gtv.tv/channel/4gtv-4gtv084?set=1&ch=22
國會頻道2,video://https://www.4gtv.tv/channel/4gtv-4gtv085?set=1&ch=22
TVBS綜藝台,video://https://www.4gtv.tv/channel/4gtv-live087?set=1&ch=22
TVBS台劇台,video://https://www.4gtv.tv/channel/4gtv-live088?set=1&ch=22
經典電影台,video://https://www.4gtv.tv/channel/4gtv-live021?set=1&ch=22
經典卡通台,video://https://www.4gtv.tv/channel/4gtv-live022?set=1&ch=22
兒童卡通台,video://https://www.4gtv.tv/channel/4gtv-live009?set=1&ch=22
精選動漫台,video://https://www.4gtv.tv/channel/4gtv-live024?set=1&ch=22
戲劇免費看 1台,video://https://www.4gtv.tv/channel/4gtv-live010?set=1&ch=22
戲劇免費看 2台,video://https://www.4gtv.tv/channel/4gtv-live006?set=1&ch=22
電影免費看 1台,video://https://www.4gtv.tv/channel/4gtv-live013?set=1&ch=22
電影免費看 2台,video://https://www.4gtv.tv/channel/4gtv-live005?set=1&ch=22
超人力霸王整套看,video://https://www.4gtv.tv/channel/4gtv-live015?set=1&ch=22
花系列 經典劇場,video://https://www.4gtv.tv/channel/4gtv-live016?set=1&ch=22



財經頻道,#genre#
非凡新聞,rtmp://f13h.mine.nu/sat/tv581
非凡新聞,mitv://generationnexxxt.com:19806/02f80f7aad2c480992e06e1bd8a7facb
東森財經,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV03.m3u8
東森財經,mitv://generationnexxxt.com:19806/9193e5efd94f4991ba8bfbc98bdc3f19
臺視財經,mitv://generationnexxxt.com:19806/e01d7738e33e456a812f7cefbf27b29a
臺視財經,https://z88.ubtvfans.com/live/rx1/300/b2a1f44e14f47427518936897549976e/index.m3u8
寰宇財經,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV85.m3u8

新聞頻道,#genre#
非凡新聞,rtmp://f13h.mine.nu/sat/tv581
非凡新聞,mitv://generationnexxxt.com:19806/02f80f7aad2c480992e06e1bd8a7facb
非凡商業,mitv://generationnexxxt.com:19806/0c1ba96949414628ae64fc70c3354e7b
寰宇新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV02.m3u8
環宇臺灣,https://z88.ubtvfans.com/live/rx1/87/7de4c5cddc5dd3402c2a2414a4f90484/index.m3u8
東森新聞,mitv://generationnexxxt.com:19806/e1a899eded4d48578084c61957fb8c2b
東森新聞,mitv://generationnexxxt.com:19806/35983e2efd5c44bf84bfb2977bbbc96d
東森新聞,https://z88.ubtvfans.com/live/rx5/1025/8849e4836a47ae92c7dbaddbd374badd/index.m3u8
TVBS新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV31.m3u8
TVBS新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV82.m3u8
TVBS新聞,https://z88.ubtvfans.com/live/rx5/2736/be2d52910873cb20d510f4f1ef0804ba/index.m3u8
TVBS新聞,mitv://generationnexxxt.com:19806/6a155a5d7bea461b980b4fa559119a60
TVBS新聞,http://38.64.72.148/hls/modn/list/4006/chunklist1.m3u8
TVBS新聞,http://38.64.72.148/hls/modn/list/4006/chunklist0.m3u8
TVBS亞洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
三立NEWS+),https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8
三立iNEWS,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV01.m3u8
三立iNEWS,mitv://generationnexxxt.com:19806/ac384b2c9a4a47c3a538f9116ab7e4d8
三立iNEWS,https://z88.ubtvfans.com/live/rx5/6/6e5572a27a0339a2f1a977c82c1206fd/index.m3u8
三立新聞,mitv://generationnexxxt.com:19806/9388262af2604cc798800736d070d39e
三立新聞,https://z88.ubtvfans.com/live/rx1/2794/b079f12a6a87edef4ef0c9eb18f67584/index.m3u8
三立新聞,http://125.227.210.55:35238/VideoInput/play.ts
年代新聞,http://211.23.114.106:8517/http/60.251.39.91:8081/hls/67/809/ch27.m3u8
年代新聞,https://z88.ubtvfans.com/live/rx1/2719/e6c557b196839b722c4e29b89f91f5cd/index.m3u8
中天新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
中天新聞,mitv://generationnexxxt.com:19806/bd9064ee198045a386f1f2dba5073f4e
壹新聞,https://z88.ubtvfans.com/live/rx1/2777/56545d12ee6dcbf23fff2852f4891152/index.m3u8
鏡新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV70.m3u8
鏡新聞,mitv://generationnexxxt.com:19806/668a0abb880a496d8f57fad2f580566b
霹靂臺灣,mitv://generationnexxxt.com:19806/dcdf778fe9ca4184ad6af3a911765cf0
民視新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV17.m3u8
民視新聞,mitv://generationnexxxt.com:19806/d24f18e610d248b7a450d29492b37ebf
民視新聞,http://z88.ubtvfans.com/live/rx2/13/f93a0f8a834cc683db383d5c8b12eb18/index.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民視新聞,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
中視新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV09.m3u8
中視新聞,mitv://generationnexxxt.com:19806/cb5965a89e434df7aeb66b2364116ae4
中視新聞,https://z88.ubtvfans.com/live/rx6/2400//index.m3u8
華視新聞,mitv://generationnexxxt.com:19806/ebe8db2daafa47768f37bcae17bfe299
華視新聞,https://z88.ubtvfans.com/live/rx1/2424/87d026787fabefb2b7995a7e7b4f67fc/index.m3u8
台視新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV25.m3u8
台視新聞,mitv://generationnexxxt.com:19806/9817b59742464113bd5656fcc7dced84
台視新聞,https://z88.ubtvfans.com/live/rx6/1/f2689f3bc90c3782bc56427e5463bcf8/index.m3u8
台視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
NHK新聞,mitv://generationnexxxt.com:19806/c2da55d84a72418c8f1876c25ec97a1d







電影頻道,#genre#
